N	mapping	trans_mapping	hs	hk	smap	smap_inf
3	[ 4  5 11]	['GOOG.csv', 'GOOGL.csv', 'TSLA.csv']	1.595988	1.574569	0.608388	5.073698
3	[4 6 7]	['GOOG.csv', 'IDXX.csv', 'MSFT.csv']	2.031158	2.026173	0.572728	5.508868
3	[4 6 8]	['GOOG.csv', 'IDXX.csv', 'NFLX.csv']	2.019976	2.016860	0.583264	5.497686
3	[4 6 9]	['GOOG.csv', 'IDXX.csv', 'NTES.csv']	2.050405	2.048924	0.597803	5.528116
3	[ 4  6 10]	['GOOG.csv', 'IDXX.csv', 'NVDA.csv']	2.037100	2.034608	0.572978	5.514810
3	[ 4  6 11]	['GOOG.csv', 'IDXX.csv', 'TSLA.csv']	2.039835	2.037966	0.599266	5.517546
3	[4 7 8]	['GOOG.csv', 'MSFT.csv', 'NFLX.csv']	2.022983	2.014953	0.565047	5.500693
3	[4 7 9]	['GOOG.csv', 'MSFT.csv', 'NTES.csv']	2.054933	2.047845	0.584263	5.532644
3	[ 4  7 10]	['GOOG.csv', 'MSFT.csv', 'NVDA.csv']	2.031347	2.028232	0.549511	5.509058
3	[ 4  7 11]	['GOOG.csv', 'MSFT.csv', 'TSLA.csv']	2.051133	2.046149	0.579172	5.528844
3	[4 8 9]	['GOOG.csv', 'NFLX.csv', 'NTES.csv']	2.033723	1.911605	0.591600	5.511434
3	[ 4  8 10]	['GOOG.csv', 'NFLX.csv', 'NVDA.csv']	2.025154	2.023285	0.571406	5.502864
3	[ 4  8 11]	['GOOG.csv', 'NFLX.csv', 'TSLA.csv']	2.020799	2.017183	0.592786	5.498510
3	[ 4  9 10]	['GOOG.csv', 'NTES.csv', 'NVDA.csv']	2.056095	2.053602	0.585628	5.533805
3	[ 4  9 11]	['GOOG.csv', 'NTES.csv', 'TSLA.csv']	2.051835	1.903701	0.608038	5.529546
3	[ 4 10 11]	['GOOG.csv', 'NVDA.csv', 'TSLA.csv']	2.046681	2.043096	0.582350	5.524392
3	[5 6 7]	['GOOGL.csv', 'IDXX.csv', 'MSFT.csv']	2.031558	2.025951	0.570847	5.509269
3	[5 6 8]	['GOOGL.csv', 'IDXX.csv', 'NFLX.csv']	2.024645	2.020672	0.579426	5.502356
3	[5 6 9]	['GOOGL.csv', 'IDXX.csv', 'NTES.csv']	2.055527	2.053035	0.594333	5.533238
3	[ 5  6 10]	['GOOGL.csv', 'IDXX.csv', 'NVDA.csv']	2.040006	2.036890	0.569808	5.517716
3	[ 5  6 11]	['GOOGL.csv', 'IDXX.csv', 'TSLA.csv']	2.044542	2.041579	0.596208	5.522252
3	[5 7 8]	['GOOGL.csv', 'MSFT.csv', 'NFLX.csv']	2.022315	2.013428	0.563623	5.500026
3	[5 7 9]	['GOOGL.csv', 'MSFT.csv', 'NTES.csv']	2.054639	2.052147	0.583303	5.532349
3	[ 5  7 10]	['GOOGL.csv', 'MSFT.csv', 'NVDA.csv']	2.031540	2.029671	0.549804	5.509251
3	[ 5  7 11]	['GOOGL.csv', 'MSFT.csv', 'TSLA.csv']	2.050088	2.039065	0.578515	5.527799
3	[5 8 9]	['GOOGL.csv', 'NFLX.csv', 'NTES.csv']	2.036788	2.033172	0.588323	5.514499
3	[ 5  8 10]	['GOOGL.csv', 'NFLX.csv', 'NVDA.csv']	2.026366	1.910243	0.568490	5.504077
3	[ 5  8 11]	['GOOGL.csv', 'NFLX.csv', 'TSLA.csv']	2.023662	2.018830	0.590085	5.501372
3	[ 5  9 10]	['GOOGL.csv', 'NTES.csv', 'NVDA.csv']	2.058158	1.936161	0.583263	5.535868
3	[ 5  9 11]	['GOOGL.csv', 'NTES.csv', 'TSLA.csv']	2.054962	2.048840	0.605476	5.532673
3	[ 5 10 11]	['GOOGL.csv', 'NVDA.csv', 'TSLA.csv']	2.047738	2.042753	0.580381	5.525448
3	[6 7 8]	['IDXX.csv', 'MSFT.csv', 'NFLX.csv']	2.078836	2.070266	0.578755	5.556547
3	[6 7 9]	['IDXX.csv', 'MSFT.csv', 'NTES.csv']	2.103641	2.096165	0.594540	5.581352
3	[ 6  7 10]	['IDXX.csv', 'MSFT.csv', 'NVDA.csv']	2.076475	1.946880	0.567585	5.554185
3	[ 6  7 11]	['IDXX.csv', 'MSFT.csv', 'TSLA.csv']	2.098703	2.090604	0.590774	5.576414
3	[6 8 9]	['IDXX.csv', 'NFLX.csv', 'NTES.csv']	2.073580	2.068125	0.601970	5.551290
3	[ 6  8 10]	['IDXX.csv', 'NFLX.csv', 'NVDA.csv']	2.060767	2.052584	0.589701	5.538477
3	[ 6  8 11]	['IDXX.csv', 'NFLX.csv', 'TSLA.csv']	2.057579	2.053994	0.605815	5.535290
3	[ 6  9 10]	['IDXX.csv', 'NTES.csv', 'NVDA.csv']	2.080343	2.074030	0.599052	5.558053
3	[ 6  9 11]	['IDXX.csv', 'NTES.csv', 'TSLA.csv']	2.080155	2.073576	0.613069	5.557865
3	[ 6 10 11]	['IDXX.csv', 'NVDA.csv', 'TSLA.csv']	2.072397	2.066942	0.597003	5.550107
3	[7 8 9]	['MSFT.csv', 'NFLX.csv', 'NTES.csv']	2.091315	2.089834	0.591379	5.569026
3	[ 7  8 10]	['MSFT.csv', 'NFLX.csv', 'NVDA.csv']	2.070267	2.057806	0.568399	5.547978
3	[ 7  8 11]	['MSFT.csv', 'NFLX.csv', 'TSLA.csv']	2.084195	2.076166	0.588202	5.561905
3	[ 7  9 10]	['MSFT.csv', 'NTES.csv', 'NVDA.csv']	2.093707	1.962866	0.582704	5.571418
3	[ 7  9 11]	['MSFT.csv', 'NTES.csv', 'TSLA.csv']	2.109136	2.106409	0.603378	5.586847
3	[ 7 10 11]	['MSFT.csv', 'NVDA.csv', 'TSLA.csv']	2.090834	2.087484	0.574010	5.568544
3	[ 8  9 10]	['NFLX.csv', 'NTES.csv', 'NVDA.csv']	2.066744	2.062300	0.602370	5.544454
3	[ 8  9 11]	['NFLX.csv', 'NTES.csv', 'TSLA.csv']	2.053514	1.915584	0.610822	5.531224
3	[ 8 10 11]	['NFLX.csv', 'NVDA.csv', 'TSLA.csv']	2.054707	1.928227	0.600800	5.532418
3	[ 9 10 11]	['NTES.csv', 'NVDA.csv', 'TSLA.csv']	2.074517	2.067193	0.608487	5.552227
4	[0 1 2 3]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'CSCO.csv']	2.676025	2.645624	0.529554	5.055123
4	[0 1 2 4]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv']	2.619166	2.554991	0.516633	4.998264
4	[0 1 2 5]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv']	2.616215	2.526954	0.515994	4.995314
4	[0 1 2 6]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv']	2.653937	2.628635	0.538463	5.033035
4	[0 1 2 7]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'MSFT.csv']	2.628212	2.566047	0.521512	5.007310
4	[0 1 2 8]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'NFLX.csv']	2.649922	2.568137	0.539111	5.029020
4	[0 1 2 9]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'NTES.csv']	2.688757	2.670906	0.557516	5.067856
4	[ 0  1  2 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'NVDA.csv']	2.633439	2.542399	0.529975	5.012537
4	[ 0  1  2 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'TSLA.csv']	2.681786	2.603872	0.548431	5.060885
4	[0 1 3 4]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv']	2.637904	2.622939	0.514105	5.017003
4	[0 1 3 5]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv']	2.634609	2.618030	0.516511	5.013707
4	[0 1 3 6]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'IDXX.csv']	2.680248	2.612475	0.535332	5.059346
4	[0 1 3 7]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'MSFT.csv']	2.647853	2.559501	0.521530	5.026951
4	[0 1 3 8]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'NFLX.csv']	2.676921	2.658656	0.531070	5.056019
4	[0 1 3 9]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'NTES.csv']	2.715528	2.637629	0.549082	5.094626
4	[ 0  1  3 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'NVDA.csv']	2.683749	2.594578	0.519558	5.062847
4	[ 0  1  3 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'TSLA.csv']	2.710087	2.634153	0.542452	5.089185
4	[0 1 4 5]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv']	2.183877	2.165307	0.543603	4.562975
4	[0 1 4 6]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'IDXX.csv']	2.604522	2.485519	0.527445	4.983620
4	[0 1 4 7]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'MSFT.csv']	2.575051	2.502263	0.514869	4.954149
4	[0 1 4 8]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'NFLX.csv']	2.596644	2.524993	0.523843	4.975742
4	[0 1 4 9]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'NTES.csv']	2.642627	2.568451	0.544483	5.021726
4	[ 0  1  4 10]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'NVDA.csv']	2.612123	2.489032	0.510080	4.991221
4	[ 0  1  4 11]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'TSLA.csv']	2.633995	2.565765	0.538722	5.013093
4	[0 1 5 6]	['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'IDXX.csv']	2.604138	2.590266	0.524878	4.983236
4	[0 1 5 7]	['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'MSFT.csv']	2.572822	2.500657	0.514399	4.951921
4	[0 1 5 8]	['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'NFLX.csv']	2.594893	2.584759	0.521993	4.973991
4	[0 1 5 9]	['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'NTES.csv']	2.641237	2.624632	0.540891	5.020335
4	[ 0  1  5 10]	['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'NVDA.csv']	2.610209	2.533256	0.509352	4.989307
4	[ 0  1  5 11]	['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'TSLA.csv']	2.632183	2.617197	0.537150	5.011281
4	[0 1 6 7]	['AAPL.csv', 'ADBE.csv', 'IDXX.csv', 'MSFT.csv']	2.628298	2.602531	0.529892	5.007396
4	[0 1 6 8]	['AAPL.csv', 'ADBE.csv', 'IDXX.csv', 'NFLX.csv']	2.643283	2.627498	0.541645	5.022381
4	[0 1 6 9]	['AAPL.csv', 'ADBE.csv', 'IDXX.csv', 'NTES.csv']	2.684356	2.605971	0.558037	5.063454
4	[ 0  1  6 10]	['AAPL.csv', 'ADBE.csv', 'IDXX.csv', 'NVDA.csv']	2.651702	2.577776	0.532623	5.030800
4	[ 0  1  6 11]	['AAPL.csv', 'ADBE.csv', 'IDXX.csv', 'TSLA.csv']	2.674923	2.577071	0.554857	5.054021
4	[0 1 7 8]	['AAPL.csv', 'ADBE.csv', 'MSFT.csv', 'NFLX.csv']	2.623906	2.550088	0.524145	5.003004
4	[0 1 7 9]	['AAPL.csv', 'ADBE.csv', 'MSFT.csv', 'NTES.csv']	2.663462	2.545739	0.542093	5.042560
4	[ 0  1  7 10]	['AAPL.csv', 'ADBE.csv', 'MSFT.csv', 'NVDA.csv']	2.629854	2.532043	0.508701	5.008952
4	[ 0  1  7 11]	['AAPL.csv', 'ADBE.csv', 'MSFT.csv', 'TSLA.csv']	2.660365	2.590336	0.533492	5.039463
4	[0 1 8 9]	['AAPL.csv', 'ADBE.csv', 'NFLX.csv', 'NTES.csv']	2.672137	2.660287	0.556431	5.051235
4	[ 0  1  8 10]	['AAPL.csv', 'ADBE.csv', 'NFLX.csv', 'NVDA.csv']	2.645054	2.498358	0.533836	5.024152
4	[ 0  1  8 11]	['AAPL.csv', 'ADBE.csv', 'NFLX.csv', 'TSLA.csv']	2.661287	2.449601	0.552369	5.040385
4	[ 0  1  9 10]	['AAPL.csv', 'ADBE.csv', 'NTES.csv', 'NVDA.csv']	2.685388	2.662387	0.548135	5.064486
4	[ 0  1  9 11]	['AAPL.csv', 'ADBE.csv', 'NTES.csv', 'TSLA.csv']	2.702662	2.619140	0.566599	5.081760
4	[ 0  1 10 11]	['AAPL.csv', 'ADBE.csv', 'NVDA.csv', 'TSLA.csv']	2.676951	2.604512	0.538812	5.056049
4	[0 2 3 4]	['AAPL.csv', 'ADI.csv', 'CSCO.csv', 'GOOG.csv']	2.676010	2.596687	0.522851	5.055109
4	[0 2 3 5]	['AAPL.csv', 'ADI.csv', 'CSCO.csv', 'GOOGL.csv']	2.672648	2.588288	0.526112	5.051746
4	[0 2 3 6]	['AAPL.csv', 'ADI.csv', 'CSCO.csv', 'IDXX.csv']	2.716758	2.631325	0.535953	5.095856
4	[0 2 3 7]	['AAPL.csv', 'ADI.csv', 'CSCO.csv', 'MSFT.csv']	2.691838	2.494792	0.527604	5.070937
4	[0 2 3 8]	['AAPL.csv', 'ADI.csv', 'CSCO.csv', 'NFLX.csv']	2.707470	2.687254	0.541423	5.086568
4	[0 2 3 9]	['AAPL.csv', 'ADI.csv', 'CSCO.csv', 'NTES.csv']	2.736530	2.710399	0.556961	5.115628
4	[ 0  2  3 10]	['AAPL.csv', 'ADI.csv', 'CSCO.csv', 'NVDA.csv']	2.682721	2.595207	0.533064	5.061819
4	[ 0  2  3 11]	['AAPL.csv', 'ADI.csv', 'CSCO.csv', 'TSLA.csv']	2.734626	2.639284	0.551909	5.113724
4	[0 2 4 5]	['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv']	2.232669	2.210348	0.548297	4.611768
4	[0 2 4 6]	['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv']	2.663646	2.645063	0.527654	5.042745
4	[0 2 4 7]	['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'MSFT.csv']	2.642571	2.619353	0.511424	5.021669
4	[0 2 4 8]	['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'NFLX.csv']	2.652200	2.513655	0.528585	5.031298
4	[0 2 4 9]	['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'NTES.csv']	2.688446	2.414698	0.545867	5.067544
4	[ 0  2  4 10]	['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'NVDA.csv']	2.631743	2.454838	0.517883	5.010841
4	[ 0  2  4 11]	['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'TSLA.csv']	2.683520	2.668340	0.545448	5.062618
4	[0 2 5 6]	['AAPL.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv']	2.662837	2.642899	0.526206	5.041935
4	[0 2 5 7]	['AAPL.csv', 'ADI.csv', 'GOOGL.csv', 'MSFT.csv']	2.638608	2.559336	0.514330	5.017706
4	[0 2 5 8]	['AAPL.csv', 'ADI.csv', 'GOOGL.csv', 'NFLX.csv']	2.650138	2.582577	0.528733	5.029237
4	[0 2 5 9]	['AAPL.csv', 'ADI.csv', 'GOOGL.csv', 'NTES.csv']	2.686667	2.619513	0.546274	5.065765
4	[ 0  2  5 10]	['AAPL.csv', 'ADI.csv', 'GOOGL.csv', 'NVDA.csv']	2.631079	2.546720	0.518911	5.010178
4	[ 0  2  5 11]	['AAPL.csv', 'ADI.csv', 'GOOGL.csv', 'TSLA.csv']	2.681683	2.663734	0.544929	5.060781
4	[0 2 6 7]	['AAPL.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv']	2.692214	2.658299	0.530759	5.071312
4	[0 2 6 8]	['AAPL.csv', 'ADI.csv', 'IDXX.csv', 'NFLX.csv']	2.695156	2.674736	0.547999	5.074254
4	[0 2 6 9]	['AAPL.csv', 'ADI.csv', 'IDXX.csv', 'NTES.csv']	2.726148	2.700846	0.562872	5.105247
4	[ 0  2  6 10]	['AAPL.csv', 'ADI.csv', 'IDXX.csv', 'NVDA.csv']	2.670125	2.547429	0.539928	5.049223
4	[ 0  2  6 11]	['AAPL.csv', 'ADI.csv', 'IDXX.csv', 'TSLA.csv']	2.718383	2.567656	0.559572	5.097481
4	[0 2 7 8]	['AAPL.csv', 'ADI.csv', 'MSFT.csv', 'NFLX.csv']	2.687383	2.596667	0.532069	5.066482
4	[0 2 7 9]	['AAPL.csv', 'ADI.csv', 'MSFT.csv', 'NTES.csv']	2.716939	2.694670	0.548872	5.096037
4	[ 0  2  7 10]	['AAPL.csv', 'ADI.csv', 'MSFT.csv', 'NVDA.csv']	2.658819	2.547573	0.519777	5.037917
4	[ 0  2  7 11]	['AAPL.csv', 'ADI.csv', 'MSFT.csv', 'TSLA.csv']	2.716622	2.625261	0.541426	5.095720
4	[0 2 8 9]	['AAPL.csv', 'ADI.csv', 'NFLX.csv', 'NTES.csv']	2.711841	2.631067	0.565905	5.090939
4	[ 0  2  8 10]	['AAPL.csv', 'ADI.csv', 'NFLX.csv', 'NVDA.csv']	2.660655	2.632314	0.546688	5.039753
4	[ 0  2  8 11]	['AAPL.csv', 'ADI.csv', 'NFLX.csv', 'TSLA.csv']	2.702609	2.507048	0.563743	5.081707
4	[ 0  2  9 10]	['AAPL.csv', 'ADI.csv', 'NTES.csv', 'NVDA.csv']	2.689044	2.616551	0.561419	5.068142
4	[ 0  2  9 11]	['AAPL.csv', 'ADI.csv', 'NTES.csv', 'TSLA.csv']	2.733657	2.645773	0.579474	5.112755
4	[ 0  2 10 11]	['AAPL.csv', 'ADI.csv', 'NVDA.csv', 'TSLA.csv']	2.682332	2.544798	0.553386	5.061430
4	[0 3 4 5]	['AAPL.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv']	2.245087	2.232626	0.551780	4.624185
4	[0 3 4 6]	['AAPL.csv', 'CSCO.csv', 'GOOG.csv', 'IDXX.csv']	2.680403	2.663498	0.532638	5.059501
4	[0 3 4 7]	['AAPL.csv', 'CSCO.csv', 'GOOG.csv', 'MSFT.csv']	2.657282	2.625024	0.519659	5.036381
4	[0 3 4 8]	['AAPL.csv', 'CSCO.csv', 'GOOG.csv', 'NFLX.csv']	2.670957	2.661733	0.530633	5.050055
4	[0 3 4 9]	['AAPL.csv', 'CSCO.csv', 'GOOG.csv', 'NTES.csv']	2.709173	2.627453	0.543112	5.088271
4	[ 0  3  4 10]	['AAPL.csv', 'CSCO.csv', 'GOOG.csv', 'NVDA.csv']	2.679443	2.587988	0.510939	5.058541
4	[ 0  3  4 11]	['AAPL.csv', 'CSCO.csv', 'GOOG.csv', 'TSLA.csv']	2.701766	2.629475	0.544996	5.080864
4	[0 3 5 6]	['AAPL.csv', 'CSCO.csv', 'GOOGL.csv', 'IDXX.csv']	2.678940	2.488896	0.534888	5.058038
4	[0 3 5 7]	['AAPL.csv', 'CSCO.csv', 'GOOGL.csv', 'MSFT.csv']	2.652456	2.616929	0.522817	5.031554
4	[0 3 5 8]	['AAPL.csv', 'CSCO.csv', 'GOOGL.csv', 'NFLX.csv']	2.668695	2.599994	0.531041	5.047793
4	[0 3 5 9]	['AAPL.csv', 'CSCO.csv', 'GOOGL.csv', 'NTES.csv']	2.705880	2.638895	0.546263	5.084978
4	[ 0  3  5 10]	['AAPL.csv', 'CSCO.csv', 'GOOGL.csv', 'NVDA.csv']	2.675686	2.582249	0.512413	5.054784
4	[ 0  3  5 11]	['AAPL.csv', 'CSCO.csv', 'GOOGL.csv', 'TSLA.csv']	2.698552	2.509633	0.546209	5.077650
4	[0 3 6 7]	['AAPL.csv', 'CSCO.csv', 'IDXX.csv', 'MSFT.csv']	2.713774	2.627727	0.529571	5.092873
4	[0 3 6 8]	['AAPL.csv', 'CSCO.csv', 'IDXX.csv', 'NFLX.csv']	2.725006	2.635811	0.544882	5.104105
4	[0 3 6 9]	['AAPL.csv', 'CSCO.csv', 'IDXX.csv', 'NTES.csv']	2.753794	2.728859	0.557305	5.132892
4	[ 0  3  6 10]	['AAPL.csv', 'CSCO.csv', 'IDXX.csv', 'NVDA.csv']	2.719872	2.684410	0.534885	5.098970
4	[ 0  3  6 11]	['AAPL.csv', 'CSCO.csv', 'IDXX.csv', 'TSLA.csv']	2.746929	2.724487	0.559899	5.126027
4	[0 3 7 8]	['AAPL.csv', 'CSCO.csv', 'MSFT.csv', 'NFLX.csv']	2.710189	2.626978	0.532892	5.089287
4	[0 3 7 9]	['AAPL.csv', 'CSCO.csv', 'MSFT.csv', 'NTES.csv']	2.741636	2.654921	0.547818	5.120734
4	[ 0  3  7 10]	['AAPL.csv', 'CSCO.csv', 'MSFT.csv', 'NVDA.csv']	2.703011	2.660259	0.516806	5.082109
4	[ 0  3  7 11]	['AAPL.csv', 'CSCO.csv', 'MSFT.csv', 'TSLA.csv']	2.738789	2.643516	0.545604	5.117888
4	[0 3 8 9]	['AAPL.csv', 'CSCO.csv', 'NFLX.csv', 'NTES.csv']	2.742414	2.723413	0.558532	5.121512
4	[ 0  3  8 10]	['AAPL.csv', 'CSCO.csv', 'NFLX.csv', 'NVDA.csv']	2.711559	2.637036	0.536457	5.090657
4	[ 0  3  8 11]	['AAPL.csv', 'CSCO.csv', 'NFLX.csv', 'TSLA.csv']	2.731869	2.669825	0.561576	5.110967
4	[ 0  3  9 10]	['AAPL.csv', 'CSCO.csv', 'NTES.csv', 'NVDA.csv']	2.744415	2.715114	0.548610	5.123513
4	[ 0  3  9 11]	['AAPL.csv', 'CSCO.csv', 'NTES.csv', 'TSLA.csv']	2.762615	2.744530	0.572671	5.141714
4	[ 0  3 10 11]	['AAPL.csv', 'CSCO.csv', 'NVDA.csv', 'TSLA.csv']	2.733851	2.709333	0.548439	5.112949
4	[0 4 5 6]	['AAPL.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv']	2.221422	2.205344	0.558119	4.600520
4	[0 4 5 7]	['AAPL.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv']	2.210605	2.172128	0.544381	4.589703
4	[0 4 5 8]	['AAPL.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv']	2.207331	2.193153	0.558400	4.586429
4	[0 4 5 9]	['AAPL.csv', 'GOOG.csv', 'GOOGL.csv', 'NTES.csv']	2.244573	2.213466	0.573749	4.623671
4	[ 0  4  5 10]	['AAPL.csv', 'GOOG.csv', 'GOOGL.csv', 'NVDA.csv']	2.223606	2.089861	0.541729	4.602705
4	[ 0  4  5 11]	['AAPL.csv', 'GOOG.csv', 'GOOGL.csv', 'TSLA.csv']	2.235261	2.194973	0.573087	4.614359
4	[0 4 6 7]	['AAPL.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv']	2.644499	2.544880	0.522538	5.023597
4	[0 4 6 8]	['AAPL.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv']	2.642271	2.582458	0.542847	5.021369
4	[0 4 6 9]	['AAPL.csv', 'GOOG.csv', 'IDXX.csv', 'NTES.csv']	2.682445	2.623498	0.555136	5.061543
4	[ 0  4  6 10]	['AAPL.csv', 'GOOG.csv', 'IDXX.csv', 'NVDA.csv']	2.654026	2.340548	0.524667	5.033125
4	[ 0  4  6 11]	['AAPL.csv', 'GOOG.csv', 'IDXX.csv', 'TSLA.csv']	2.672173	2.660318	0.557121	5.051271
4	[0 4 7 8]	['AAPL.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv']	2.636560	2.624322	0.519642	5.015658
4	[0 4 7 9]	['AAPL.csv', 'GOOG.csv', 'MSFT.csv', 'NTES.csv']	2.674216	2.658792	0.538297	5.053314
4	[ 0  4  7 10]	['AAPL.csv', 'GOOG.csv', 'MSFT.csv', 'NVDA.csv']	2.637141	2.548676	0.503174	5.016239
4	[ 0  4  7 11]	['AAPL.csv', 'GOOG.csv', 'MSFT.csv', 'TSLA.csv']	2.667719	2.521175	0.536407	5.046817
4	[0 4 8 9]	['AAPL.csv', 'GOOG.csv', 'NFLX.csv', 'NTES.csv']	2.665423	2.585655	0.553961	5.044521
4	[ 0  4  8 10]	['AAPL.csv', 'GOOG.csv', 'NFLX.csv', 'NVDA.csv']	2.640952	2.631868	0.522631	5.020051
4	[ 0  4  8 11]	['AAPL.csv', 'GOOG.csv', 'NFLX.csv', 'TSLA.csv']	2.651596	2.641247	0.556059	5.030694
4	[ 0  4  9 10]	['AAPL.csv', 'GOOG.csv', 'NTES.csv', 'NVDA.csv']	2.678303	2.602748	0.541701	5.057401
4	[ 0  4  9 11]	['AAPL.csv', 'GOOG.csv', 'NTES.csv', 'TSLA.csv']	2.690134	2.558014	0.571744	5.069232
4	[ 0  4 10 11]	['AAPL.csv', 'GOOG.csv', 'NVDA.csv', 'TSLA.csv']	2.668888	2.435003	0.538890	5.047987
4	[0 5 6 7]	['AAPL.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv']	2.642125	2.623433	0.520382	5.021223
4	[0 5 6 8]	['AAPL.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv']	2.643837	2.634950	0.538341	5.022935
4	[0 5 6 9]	['AAPL.csv', 'GOOGL.csv', 'IDXX.csv', 'NTES.csv']	2.683348	2.625388	0.552020	5.062447
4	[ 0  5  6 10]	['AAPL.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv']	2.654753	2.584724	0.521776	5.033852
4	[ 0  5  6 11]	['AAPL.csv', 'GOOGL.csv', 'IDXX.csv', 'TSLA.csv']	2.673442	2.660040	0.554321	5.052540
4	[0 5 7 8]	['AAPL.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv']	2.633293	2.566309	0.520178	5.012391
4	[0 5 7 9]	['AAPL.csv', 'GOOGL.csv', 'MSFT.csv', 'NTES.csv']	2.671185	2.654350	0.537417	5.050283
4	[ 0  5  7 10]	['AAPL.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv']	2.634994	2.614899	0.505217	5.014092
4	[ 0  5  7 11]	['AAPL.csv', 'GOOGL.csv', 'MSFT.csv', 'TSLA.csv']	2.663869	2.534426	0.535990	5.042967
4	[0 5 8 9]	['AAPL.csv', 'GOOGL.csv', 'NFLX.csv', 'NTES.csv']	2.665204	2.598843	0.550515	5.044303
4	[ 0  5  8 10]	['AAPL.csv', 'GOOGL.csv', 'NFLX.csv', 'NVDA.csv']	2.640200	2.508265	0.523869	5.019298
4	[ 0  5  8 11]	['AAPL.csv', 'GOOGL.csv', 'NFLX.csv', 'TSLA.csv']	2.651180	2.575151	0.553234	5.030278
4	[ 0  5  9 10]	['AAPL.csv', 'GOOGL.csv', 'NTES.csv', 'NVDA.csv']	2.677523	2.665928	0.541466	5.056621
4	[ 0  5  9 11]	['AAPL.csv', 'GOOGL.csv', 'NTES.csv', 'TSLA.csv']	2.689327	2.607301	0.570485	5.068425
4	[ 0  5 10 11]	['AAPL.csv', 'GOOGL.csv', 'NVDA.csv', 'TSLA.csv']	2.667690	2.600644	0.539187	5.046788
4	[0 6 7 8]	['AAPL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv']	2.697488	2.678905	0.534753	5.076586
4	[0 6 7 9]	['AAPL.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv']	2.731737	2.643944	0.552585	5.110835
4	[ 0  6  7 10]	['AAPL.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv']	2.690226	2.569354	0.521422	5.069324
4	[ 0  6  7 11]	['AAPL.csv', 'IDXX.csv', 'MSFT.csv', 'TSLA.csv']	2.724105	2.606426	0.547014	5.103203
